Date / Time,City,State,Shape,Duration,Summary,Posted
8/25/2014 21:00,Long Beach,CA,Circle,1 hour,Morphing objects playing with lights over Los Angeles orange county.,8/29/2014
8/25/2014 20:45,Lake Forest,CA,Light,15 minutes,"4 bright, large orange orbs of light in night sky lasting 15 munutes",8/29/2014
8/25/2014 20:35,Massillon,OH,Fireball,15 minutes,"Orb and shooting star in Massillon, Ohio, with video link.",8/29/2014
8/25/2014 20:30,Roxton Pond (Canada),QC,Light,3 seconds,Bright circular shaped light moving from southeast to northeast at a very fast rate.,8/29/2014
8/25/2014 20:30,Central Islip,NY,Light,10 minutes,Great bright white/blue flash lit the sky and a ray of the same traveled south.,8/29/2014
8/25/2014 20:20,Santa Barbara,CA,Light,20 seconds,"Bright, circular light moving slowly across NW sky, suddenly shrank into space.",8/29/2014
8/25/2014 20:00,Tempe,AZ,Unknown,10 minutes,"Two unusual crafts above Tempe, Arizona. Very bright!",8/29/2014
8/25/2014 19:45,Delhi (India),,Oval,2 minutes,A strange light moved from north east to south east. The light was first blue but as it moved away it suddenly changed to red and then,8/29/2014
8/25/2014 16:45,Dunn,NC,Light,3-5 seconds,"Bright light in the sky and then zipped away, too fast for a plane, and not a satellite,",9/5/2014
8/25/2014 13:00,Gunnison,CO,Other,5 minutes,A Jet with smaller aircraft attached to both wings and tail. I do NOT believe it was a refueling craft.,8/29/2014
8/25/2014 10:00,Murray,UT,Changing,30 seconds,"Dim white lights, oval/cicle pulsing shape, hundreds bright red small lights.",8/29/2014
8/25/2014 8:00,Scranton,PA,Circle,5 minutes,"Metallic sphere hovered about 5 min., then flew off quick.",8/29/2014
8/25/2014 5:00,Marysville,PA,Other,2 minutes,"Craft was a black triangle like tube; had lite blue flame on the back, and 2 long yellow lights on the belly; made no sound; moving N.",8/29/2014
8/25/2014 5:00,Dayton,MO,Unknown,1 hour,Lights moving nfl in sky.,8/29/2014
8/25/2014 3:36,Hopewell,VA,Light,2-3 minutes,"Followed by an illuminating ball of light around 3:30ish am, the closer it got the bigger it got...",8/29/2014
8/25/2014 3:30,South Bethany Beach,DE,Circle,7 seconds,BRIGHT SLOW BLINKING STATIONARY LIGHT IN STARRY SKY.,8/29/2014
8/25/2014 1:28,Kent,WA,Cigar,4 seconds,It was 1:28 am on 8/25/14. I walked outside through the sliding glass door into my backyard. I looked up into the sky and I saw an or,8/29/2014
8/25/2014 0:00,Plympton (Canada),NS,Rectangle,35 minutes,"Hovering, northern sky, Plympton. Flashing green, red, blue white lights.",8/29/2014
8/24/2014 23:00,Dawsonville,GA,Circle,5 minutes; 1minute,Green orb over Lake Lanier.,8/29/2014
8/24/2014 22:30,Fort Pierce,FL,Fireball,1 minute,Four small flaming objects silently flying toward the north west.,8/29/2014
8/24/2014 22:30,Honey Harbour (Canada),ON,Light,2 minutes,Taking astro photography and these lights appeared in the W sky They formed a pattern of a diamond and moved away (nw. I have a p,8/29/2014
8/24/2014 22:15,Prince Albert (Canada),SK,Circle,15 minutes,Red light spotted 5 times in about 15 minutes in the southern sky.,8/29/2014
8/24/2014 22:13,Edmonton (Canada),AB,Sphere,6 minutes,3 orange orbs traveling/pausing east to west over north Edmonton.,8/29/2014
8/24/2014 22:00,Cherokee Pass,MO,Light,ongoing,Bright light moves around in circles and straight up and down!,8/29/2014
8/24/2014 22:00,Tamarac,FL,Circle,1 minute,Lights in the sky one thousand times stronger than any airplane or helicopter search light.,8/29/2014
8/24/2014 21:45,Cannon Beach,OR,Circle,25 seconds,"A large, extremely bright orange, glowing orb travelled north to south, paralleling the Oregon coastline.",8/31/2014
8/24/2014 21:30,Vancouver,WA,Light,several hours,"Weird star like light heading west from east, possibly a second one.",8/29/2014
8/24/2014 21:15,Atascocita,TX,Circle,2 minutes,"Orange globe hovered around the sky over Atascocitia, TX.",8/29/2014
8/24/2014 21:05,New Braunfels,TX,Light,10 seconds,White light dims to dark red; vanishes.,8/29/2014
8/24/2014 21:00,Norfolk,MA,Light,20 minutes,Bright blue light hovering around old airport.,8/29/2014
8/24/2014 21:00,Amherst,MA,Fireball,minutes,Two glowing orbs seen moving quickly and inter-weaving over tree tops.,8/29/2014
8/24/2014 20:45,North Lauderdale,FL,Cylinder,5 minutes,Orange/red lights in the night sky.,8/29/2014
8/24/2014 20:30,Atwater,CA,Cigar,5 minutes,"From 20:30 to 20:35 my wife and I observed a slow moving, cylindrical/cigar shape object moving SILENTLY from NW to SE direction with n",8/29/2014
8/24/2014 20:30,Antonito,CO,Sphere,5 minutes,Oddly moving orb near Platoro Lake.,8/29/2014
8/24/2014 20:15,Redmond,WA,Other,~45 seconds,"Meteor-like object seen over Redmond, Washington.",8/29/2014
8/24/2014 20:00,Sacramento,CA,Formation,10 minutes,Star-like lights moving at the speed of jets ft 5-6 bright red lights descending into space.,8/29/2014
8/24/2014 20:00,Manassas,VA,Triangle,2 minutes,"3 crafts (red, green, blue, and white).",8/29/2014
8/24/2014 19:50,Shelbyville,IL,Circle,45 seconds,"Bright light, faster than a jet.",8/29/2014
8/24/2014 19:05,Newark (near; on NJ Turnpike),NJ,Light,5-10 seconds,Driving towards E on NJ turnpike at the vicinity of Newark Liberty Int airport towards the eastern sky saw 2 lights move from north.,8/29/2014
8/24/2014 19:00,Sacramento,CA,Light,3 seconds,Large bright light disappears into the sky.,9/5/2014
8/24/2014 15:00,Ledyard,CT,Oval,1-2 minutes,Black oval hovering and darting off.,8/29/2014
8/24/2014 12:45,Lincoln,NE,Light,45 seconds,"Sky lighting up, ball of light shot towards ground.",8/29/2014
8/24/2014 9:45,St. Paul,MN,Light,4-5 minutes,Green and red paired circular lights followed walker and pausing/hovering when walker stopped.,8/29/2014
8/24/2014 3:00,Madison,CT,Fireball,15:00,Another fireball sighting in the sky maybe two.,8/29/2014
8/24/2014 1:30,Grand Haven,MI,Triangle,3 minutes,"I observed a triangular shaped airborne object, with 3-round amber lights, 1 at each corner, with a small red light in the center.",9/18/2014
8/24/2014 0:48,Grand Rapids,MI,Unknown,1-2 minutes,I saw 2 red lights moving silently through the night sky. The lights appeared to be on the same horizontal line and flew directly abo,8/29/2014
8/24/2014 0:30,Port Elizabeth (South Africa),,Changing,45 minutes,Ufo/moving stars/flashing strange colours/moving in formation.,8/29/2014
8/24/2014 0:30,Chattanooga,TN,Oval,5 seconds,White/blue sphere with an orange glow and a jet steam of smoke and blue flame.,8/29/2014
8/24/2014 0:25,North Myrtle Beach,SC,Sphere,30,Globes over the ocean while fishing.,9/5/2014
8/24/2014 0:05,Ontario,CA,Circle,2 minutes,"6 slowly pulsating at times red orbs, not in formation but near each other and at different heights.",8/29/2014
8/23/2014 23:44,Ireland (County of Kerry),,Circle,40 seconds,"Bright lights, paranormal air craft, moving in light speed.",8/29/2014
8/23/2014 23:30,Morrisonville,NY,Light,15 minutes,My son and I observed flashing red light in sky (similar in appearance to aircraft navigation lights) NW.,8/29/2014
8/23/2014 23:30,Northport,,Unknown,60 seconds,Orange light over Suffolk county changes direction and disappears.,8/29/2014
8/23/2014 23:30,Atlanta,GA,Rectangle,3-5 seconds,Orange and green lights in southwest Atlanta.,8/29/2014
8/23/2014 23:20,Old AL Hwy. 35 (between MM 8-10),AL,Sphere,30 seconds,While on my way home to Georgia traveling on old Alabama 35 a few miles before mile marker 13 I saw a dark blue ball of light twenty to,8/29/2014
8/23/2014 23:09,Currie,NC,Unknown,5 minutes,Like some Star Wars type of thing!,8/29/2014
8/23/2014 23:00,Piscataway,NJ,Oval,5 minutes,"Bright reddish/orange craft, looked like it was coming right at me & my husband.",8/29/2014
8/23/2014 23:00,Newnan,GA,Fireball,15 seconds,"Streak and bright flash over Newnan, GA, sky lastnight.",8/29/2014
8/23/2014 23:00,Atlanta,GA,Light,25 seconds,"Blue/green lights around my boyfriend and me, as we walked our dog in Atlanta, GA.",8/29/2014
8/23/2014 23:00,Lafayette,IN,Light,20 seconds,Large blue light streaked across sky.,8/29/2014
8/23/2014 23:00,Cherokee,AL,Light,3 seconds,Triangle light formation flew away after a bright flash.,8/29/2014
8/23/2014 23:00,Cumming,GA,Light,5 minutes,3 bright lights in the sky.,9/10/2014
8/23/2014 22:45,Enumclaw,WA,Light,3-5 minutes,"Orange light, approaching Seattle SEATAC airport, no sound. ((NUFORC Note: Witness is commercial pilot. PD))",8/29/2014
8/23/2014 22:45,St. Louis,MO,Diamond,10 minutes,4 large Diamond shaped Ufo's with flame in front corner moving fast south to north on still night. video,8/29/2014
8/23/2014 22:43,Coldwater,MI,Sphere,90 seconds,"(3) Separate bright reddish spheres seen moving in tandem over Coldwater, Michigan on 08/23/14 by two witnesses.",8/29/2014
8/23/2014 22:30,Brick,NJ,Circle,4 minutes,Six total reddish lights moving westward in dark NJ sky.,8/29/2014
8/23/2014 22:30,Monroe,GA,Flash,1.5 seconds,Two objects making no sound traveling extreamly fast traveled out of veiw within a couple of seconds.,8/29/2014
8/23/2014 22:15,South Lyon,MI,Formation,90 seconds,"Strange lights over South Lyon, Michigan, 8/23/14.",8/29/2014
8/23/2014 22:00,Ottawa (Canada),ON,Fireball,5-8 minutes,10 pm Saturday August 23rd Ottawa Canada 8 fireballs in a formation in eastern direction. Lasted about 5 to 8 minuets.,8/29/2014
8/23/2014 22:00,Cherokee,NC,Diamond,5 minutes,Light moving at slow speed stop and moved from side to side 3 times and then vanished.,8/31/2014
8/23/2014 22:00,Milwaukee,WI,Circle,45 minutes,Traveling star moving erratically across the sky.,8/29/2014
8/23/2014 22:00,Cape Coral,FL,Light,Returning home,Yellowish UFO light sighting at night.,8/29/2014
8/23/2014 22:00,Kent,WA,Fireball,3 minutes,Bright orange lights.,8/29/2014
8/23/2014 22:00,Auburn,NY,Fireball,15 minutes,Several objects from south east.,8/29/2014
8/23/2014 21:50,Morrisville,PA,Light,10-15 minutes,"30-40 round lights moving slowly, without noise, flickering like candles through sky.",8/29/2014
8/23/2014 21:43,Clarksburg,WV,Light,30 seconds,Read not flashing bright light in sky.,8/29/2014
8/23/2014 21:40,North Plains (near),OR,Triangle,30 seconds,Uplit triangular craft displaying spectrum of color over Hwy 26.,8/29/2014
8/23/2014 21:30,Watkins Glen,NY,Circle,1 minutes,Orange defined circle with interior slow burn flame passes slowly E to W following Glen Creek above tree canopy Watkins Glen NYS.,8/29/2014
8/23/2014 21:30,Sumter,SC,Light,75 seconds,"Small, bright white light moving from West to East in Midlands of South Carolina.",8/29/2014
8/23/2014 21:25,Tallmadge,OH,Light,5 minutes,6 orange white strobing lights in Tallmadge night sky.,8/29/2014
8/23/2014 21:25,South Kingston,RI,Fireball,2 minutes,Two fireballs traveling together.,8/29/2014
8/23/2014 21:20,Richland,,,2 minutes,White and red orb of light hovering over Tri-Cities.,8/29/2014
8/23/2014 21:20,Warrenville,SC,Light,1+ minute,Bright lights over the southeast; one looked like it crashed into another dimension.,9/18/2014
8/23/2014 21:20,Orland,CA,Light,30 seconds,"White light UFO spotted in Orland, CA",8/29/2014
8/23/2014 21:15,Crete,IL,Fireball,10 seconds,"While facing southern night sky a blue neon fireball passed by, from east going west. I was able to observed it for 10 seconds in clear",8/29/2014
8/23/2014 21:15,Aurora,IL,Fireball,,Large green fireball.,8/29/2014
8/23/2014 21:15,Kaneville,IL,,10 seconds,Green-Blue comet-like fireball flies over I-88.,8/29/2014
8/23/2014 21:10,New York City (Brooklyn),NY,Circle,5 minutes,3 orange/red circular crafts seen during heavy cloud covered sky.,8/29/2014
8/23/2014 21:00,Washington,PA,Oval,15 minutes,Multiple orange lights in SWPA skies.,8/29/2014
8/23/2014 21:00,Ridgecrest,CA,Flash,15-20 minutes,Saw several flashes of bluish white light in or near the Sagittarius constellation.,8/29/2014
8/23/2014 21:00,Crown Point,IN,Light,2 minutes,"2 orange spheres seen by 4 people over Crown Point, In. ((NUFORC Note: Witness is engineer and former Air Traffic Controller. PD))",8/29/2014
8/23/2014 20:52,Columbus,OH,Light,2 minutes,Two slow Moving Light Ball in Columbus Sky.,8/29/2014
8/23/2014 20:30,Oceanside,NY,Light,1 minute,"5 lights traveling east to west, spaced out at different distances. lights faded at exact location, black shape seen.",8/29/2014
8/23/2014 20:30,Kingston,NY,Sphere,1 minute,Orange fireball looking object gliding quickly through the sky. It was glowing with a yellow light around it. It changed direction quic,8/29/2014
8/23/2014 20:20,Ringoes,NJ,Sphere,5 minutes,"Saturday night 8:20 pm August 23, 2014. Objects align & coming from E to W dir. Neshanic Station, Flemigton, Ringoes, NJ.",8/29/2014
8/23/2014 20:05,Merced,CA,Formation,40 seconds,"Formation of 19 fluttering lights flying over central California, right after earthquake.",8/29/2014
8/23/2014 20:00,Naples,ID,Fireball,15 minutes,Series of about 8 bright orange-red globes ascending from dark hillside in about a 30- second succession with same flight pattern.,8/29/2014
8/23/2014 18:00,Earth's Moon,,,10 minutes,Possible Large Statues leading to Mons La Hire on the Moon.,8/29/2014
8/23/2014 18:00,Lolo,MT,Triangle,,"The transparent hanglider shaped ufo went right over me, covering a large portion of my evening view.",8/29/2014
8/23/2014 16:00,Sayreville,NJ,Circle,30 seconds,A perfect blacker than black circle move from west to east right over the car in broad daylight.,8/29/2014
8/23/2014 14:30,Lincoln Park,MI,Formation,35 seconds,"Looking north from my house, seen 3 lights traveling east to west at about 45 degrees above horizon. lights made swift u-turn going up",8/29/2014
8/23/2014 11:30,Douglasville,GA,Flash,Seconds,Flash of light of Unknown Origin.,8/29/2014
8/23/2014 11:00,Everett,MA,Light,1 minute,Red/orange light.,8/29/2014
8/23/2014 10:00,Kentwood,MI,Fireball,3 seconds,"The streak was blue, green and red, orange.",8/29/2014
8/23/2014 10:00,Emerald Isle,NC,Circle,15 minutes,"Total of 10 red orbs, floating from left to right over ocean, one about every five minutes",8/29/2014
8/23/2014 9:10,Georgie,VT,Triangle,60 seconds,"Deep orange triangular object, appears west of Saturn and Mars on Sat Aug 23 2014",8/29/2014
8/23/2014 3:30,Barnsdall,OK,Unknown,30 seconds?,"Observed large black ""stealth-like"" craft pass overhead silently.",8/29/2014
8/23/2014 1:00,Pueblo,CO,Fireball,3 minutes,"Three large fireballs hover in place just north of Pueblo, CO",8/29/2014
8/23/2014 0:30,Greece,,Disk,3 minutes,Green and purple lights over Central Greece for 7 nights. ((NUFORC Note: Confirmed to be lens flares. PD)),8/31/2014
8/23/2014 0:00,Eugene,OR,,1 minute,A moving light emits huge white bright flash,8/29/2014
8/23/2014 0:00,Roswell,GA,Circle,5 seconds,Intense white/ blue light in the sky for only about 5 seconds,8/29/2014
8/22/2014 23:31,Calgary (Canada),AB,Light,6 seconds,"Four, large, pale green lights in a diamond formation, moving steadily, horizontally from W - E/SE before disappearing abruptly.",8/29/2014
8/22/2014 23:00,Edmonds,WA,Light,1-2 minutes,"At 11 pm on August 22, 2014 my friend and I saw a light performing jumps, fading then reappearing left and right of trajectory.",8/29/2014
8/22/2014 23:00,Pikeville,KY,Light,10 seconds,Witnessed an non-flashing orange object in the sky larger than a star move from west to east for ten seconds before vanishing.,8/29/2014
8/22/2014 23:00,Miami,FL,Light,6 minutes,6 unknown objects with a single bright light flying in formation at a constant but different altitude. Flying from east to west seen so,8/29/2014
8/22/2014 22:30,Nashville,TN,Diamond,3 minutes,UFO Spotted on 8/22/2014 Flying Slowly over Sky.,8/29/2014
8/22/2014 22:15,Greenville,OH,Triangle,2 minutes,Diamond shape to triangle.,8/29/2014
8/22/2014 22:09,Taveriner,FL,Fireball,22:13,"Unexplainable lights rise and disappear above Taveriner, Fl.",8/29/2014
8/22/2014 22:00,Rhawnhurst,PA,Triangle,45mins +,3 red lights in a triangle flashing.,8/29/2014
8/22/2014 22:00,Moonbeam (Canada),ON,Fireball,45 seconds,Orange/Yellow/Red Fireball in the sky above a lake grew larger & larger & then turned and went back along a similar path & disappeared.,8/31/2014
8/22/2014 21:30,Colorado Springs,CO,Light,45 seconds,Object stopped then flashed a bright blue light and went north at a very high speed.,8/29/2014
8/22/2014 21:10,Kissimmee,FL,Unknown,4 minutes,fast moving light traversed entire sky in minutes.,8/29/2014
8/22/2014 21:00,Morrill,ME,Light,5,"Two orange spheres in sw sky, one moving toward other.",8/29/2014
8/22/2014 21:00,Memphis,TN,Light,3 minutes,"One light, brighter than any star moved slowly across the sky and vanished. 30 seconds later a light sped across over my treeline.",8/29/2014
8/22/2014 21:00,South Nags Head,NC,Circle,10 minutes,Small red lights flying along coast of Nags Head and then all would disappear in same location -- no sound.,8/29/2014
8/22/2014 20:45,Shirley,MA,Circle,2 minutes,i went outside and automatically notice a bright light coming from the night sky.,8/29/2014
8/22/2014 20:45,Wantagh,NY,Fireball,5,Looked like 3 fireballs that petered out. ((NUFORC Note: Meteor?...or hoax?? PD)),8/29/2014
8/22/2014 20:15,San Marcos,CA,Light,15 minutes,Hovering and Accelerating Multi-colored Light.,8/29/2014
8/22/2014 20:00,Chicago,IL,Flash,3 seconds,Green fireball streaking low across Chicago. ((NUFORC Note: Possible meteor? PD)),8/29/2014
8/22/2014 20:00,Lancaster,MA,Cylinder,3 minutes,4 bright craft hovering in sky.,8/29/2014
8/22/2014 12:30,Palm City,FL,Circle,10 seconds,Clear bubble with feather looking object in center.,8/22/2014
8/22/2014 10:00,McDonough,GA,Circle,1 min,Floating object disappeared into sky.,8/29/2014
8/22/2014 9:50,Colden,NY,Circle,45 sec,1 red orange ball moving north to south at a moderate speed.,8/29/2014
8/22/2014 7:50,Tulsa,OK,Triangle,Downtown,I just seen a strange craft flying strange in the sky. It was wight and blue light. It showed up righter I just d/l an ufo doctor app o,8/29/2014
8/22/2014 5:00,Pinehurst,NC,Light,1 hour,Soundless light moving across sky in odd movements.,8/22/2014
8/22/2014 4:22,Pasadena,MD,Rectangle,30-45 seconds,"UFO Report  8-22-14 4:22 Am , at the Red Light Ritchie Hwy & Jumpers Hole Road.",8/29/2014
8/22/2014 4:00,New York City,NY,Fireball,60 seconds,"Possible sighting of rocket launch, seen from NYC",8/22/2014
8/22/2014 1:54,Greenville,MO,Circle,,"Hovering craft now in greenville mo. ((NUFORC Note: Possible ""twinkling"" stars?? PD))",8/22/2014
8/21/2014 23:20,Oceanside,CA,Fireball,1 min,Fireball in the sky in Oceanside,8/29/2014
8/21/2014 23:00,Port Neches,TX,Light,3 minutes,It started as a small purple light. Suddenly it changed to colorful green and blue all around as of the light expanded.,8/22/2014
8/21/2014 22:30,Hamilton (Canada),ON,Disk,2-3 minutes,"Glowing, misty orange-red disc shaped object flys by 1 1/2 km distance from me.",8/29/2014
8/21/2014 22:20,Topeka,KS,Diamond,1 minute,Very low large slow flying plasma ball.,8/22/2014
8/21/2014 22:15,Davie,FL,Fireball,5 minutes,Suspicious reds lights in the sky.,8/22/2014
8/21/2014 22:10,St. Charles,MI,Triangle,4 minutes,"Three orange triangular lights seen from a distance over St. Charles, MI.",8/22/2014
8/21/2014 21:50,Lehi,UT,,20 minutes,Multiple dimly lit stationary lights moving swiftly across the sky.Strange cloud shaped UFO looked like swiftly moving aurora borealis.,8/22/2014
8/21/2014 21:08,Holden Beach,NC,Circle,30 seconds,Silent large red light.,8/22/2014
8/21/2014 20:50,Holden Beach,NC,Circle,1 minute,Silent large red light.,8/22/2014
8/21/2014 20:15,Morton,TX,Sphere,1 hour,UFO shot down over TX and NM border area.,8/22/2014
8/21/2014 5:00,Meridian,ID,Light,2 minutes,Slowly blinking white light in sky.,8/22/2014
8/21/2014 3:50,Mesa,AZ,Triangle,2 minutes,"Glowing, blue triangle slowly crossed sky.",8/29/2014
8/21/2014 0:30,Falcon,CO,Other,3 hours,Loud house shaking booms.,8/22/2014
8/21/2014 0:25,Kitimat (Canada),BC,Circle,15 seconds,"Clustered, 5 to 8 objects in the night sky looking similar to a satellite, but moving a little more than double as fast.",8/22/2014
8/21/2014 0:21,Carlinville,IL,Unknown,25 minutes,Large red orb followed vehicle before turning to bright white orb and separating into two orbs and blinking out.,8/29/2014
8/21/2014 0:00,Waterbury,CT,Triangle,2 hours,"Object flying in circles back in forth over sky. Red, Green Flashing lights. Occasional white light on the bottom.",8/22/2014
8/20/2014 23:30,Coalinga,CA,Light,1 minute,UFO sighting 4 lights.,8/22/2014
8/20/2014 23:30,Traverse City,MI,Fireball,1 minute then came back a,Orange pulsating light over lake.,8/22/2014
8/20/2014 23:15,Myrtle Beach,SC,Rectangle,10 seconds,Standing on 5th floor of hotel looking out over the ocean when we saw a rectangular strand of extremely orangish bright lights. Stayed,8/22/2014
8/20/2014 23:00,Detroit,MI,Light,,I'm in an empty lot near 96 & joy road in Detroit michigan. Looking up at the sky I've saw 3 lights clearly as bright as planes flying.,8/22/2014
8/20/2014 22:50,Sunset Beach,NC,Circle,5 minutes,"Circle lights, 5-6 bright lights for 5 sec., then sudden flickering, and motion unlike any plane available to man.",8/22/2014
8/20/2014 22:50,Myrtle Beach,SC,Diamond,a few minutes,"4 star-like lights in a diamond shape, moving in sky to form a vertical line in 3 orange lights then disappear. Quickly.",8/29/2014
8/20/2014 22:45,Ochelata,OK,Circle,13 seconds,"Circle bluish light flashing. Not moving, hovering..",8/22/2014
8/20/2014 22:45,North Myrtle Beach,SC,Changing,10 seconds,Sparkle lights turn to bright red/orange orbs over North Myrtle Beach.,8/22/2014
8/20/2014 22:30,Ocean Isle,NC,,30-45 seconds,A few family members and I were sitting on the balcony of a beach house and over the beach there were 3 bright orange lights in a trian,8/22/2014
8/20/2014 22:30,Ocean Isle Beach,NC,Light,5 seconds,5 lights in the sky.,8/22/2014
8/20/2014 22:30,Pendleton,NY,Other,1 minute,Pulsating lights uneven jagged movements while hovering.,8/29/2014
8/20/2014 22:05,Duxbury,MA,Circle,Several hours,Several orange orbs observed in the sky in forest.,9/5/2014
8/20/2014 22:00,Holden beach,NC,Circle,45 seconds,3 bright lights in western sky at Holden Beach.,8/29/2014
8/20/2014 22:00,Willow Spring,NC,Unknown,45 seconds,Double lights/ no sound with a zigzag motion over Willow Spring on 8/20/14,8/22/2014
8/20/2014 22:00,Cleveland,OH,Light,60-90 seconds,"UFO Sighting in Cleveland August 20th, 2014, 10:00pm EST.",8/22/2014
8/20/2014 21:40,Menard,TX,Light,3-4 minutes,Large red light observed which disappeared; followed by small light moving erratically against stars.,8/22/2014
8/20/2014 21:30,Pearblossom,CA,Light,Minute,Came outside to empty trash. Looked to east 5 very bright lights vertical very close together. Blinking on at different times. Top li,8/22/2014
8/20/2014 21:30,Sandusky,OH,Other,4 minutes,While I was driving on rt.2 I was listening to music going to a friends house I was looking ahead and I noticed a air plane or what I t,8/22/2014
8/20/2014 21:30,Pierre,SD,Circle,5 minutes,I was outside on my deck last night after I put my daughter to bed when I happened to see somewhat of a bright light outside moving at,8/22/2014
8/20/2014 21:00,Gainesville,MO,Light,,Objects in the sky I can't explain.,9/10/2014
8/20/2014 20:30,Hyannis,MA,Changing,5 minutes,Hyannis- Red light seen from Ocean St..,8/29/2014
8/20/2014 20:30,Corinth,NY,Fireball,3 minutes,"Round Plasma fireball (orange/red) object moving in a north/north west direction, suddenly disappeared.",8/31/2014
8/20/2014 20:15,Georgetown,ME,Oval,15 minutes,Fuzzy round red object remained starionary in the eastern sky for 10 minutes then moved NE,8/22/2014
8/20/2014 20:00,Adams,MA,Circle,20 minutes,FOUR ORANGE/RED CIRCULAR OBJECTS GOING INTO THE SKY FROM MOUNTAIN RANGE.,8/22/2014
8/20/2014 19:30,Lakewood,OH,Other,15 minutes,My family was watching my soccer game and on of my cousins asked why the airplanes seem so close and it's because the airport is near.,8/22/2014
8/20/2014 14:20,Talbott,TN,Disk,~5 minutes,((NUFORC Note: Witness provides no information. Possible hoax. PD)),8/22/2014
8/20/2014 4:15,Jacksonville,FL,Disk,1 hour,Dark black saucer hovering over tree line.,8/22/2014
8/20/2014 3:00,San Diego,CA,Light,3 seconds,Bright flash of light.lightning like but no clouds.,8/22/2014
8/20/2014 3:00,Canyonlands National Park,UT,Unknown,3 minutes,"bright beam of light above tent, no sound, dancing flickering lights on side of tent.",9/5/2014
8/20/2014 0:30,Lilly,GA,Other,15 minutes,Second time seeing the same craft in the same area in two days.,8/29/2014
8/19/2014 23:25,Cherry Grove,SC,Oval,30 seconds,"8-19-14 11:15 p.m. Cherry Grove, S.C. 30-45 seconds Bright orange object with what appeared to be 2-3 smaller objects inside of it.",8/22/2014
8/19/2014 23:20,Myrtle Beach,SC,Light,30 seconds,"I saw three lights disaper,and they reappeared. And they reappeared 6 or 7 lights red/orange sprinkle",8/29/2014
8/19/2014 23:15,Bossier City,LA,Unknown,30 seconds,"Saw a craft traveling from SSW-ENE, traveling at least Mach 1, no sound, had a bluish glow around it with a few white lights on rear. V",8/22/2014
8/19/2014 23:12,North Myrtle Beach,SC,Sphere,30 seconds,Orange fireballs appear over North Myrtle Beach.,8/22/2014
8/19/2014 23:00,North Myrtle Beach,SC,Circle,10 seconds,5/6 orbs out over ocean for seconds.,8/22/2014
8/19/2014 23:00,Bangkok (Sukumwit)(Thailand),,Circle,1 day,((HOAX??)) The object has glowing.Next day I found no trace of object.It has white color.It has circle shape.it has 2 craft.,8/22/2014
8/19/2014 22:30,Tonawanda,NY,Light,1 minute,Orange ball of light.,8/22/2014
8/19/2014 22:00,Vancouver,WA,Sphere,15 seconds,Glowing white orb.,8/22/2014
8/19/2014 21:20,Baton Rouge,LA,Light,10 seconds,Bright light over Amite River @ Bayou Manchac.,8/22/2014
8/19/2014 21:00,Watertown,SD,Light,4 minutes,Bright cool blue flash and moved erratic like a bug.,8/22/2014
8/19/2014 21:00,Skippack (Collegeville),PA,Light,20 minutes,Thirty red-orange lights in the sky - south to north over Skippack.,8/29/2014
8/19/2014 21:00,West Roxbury,MA,Unknown,4 minutes,Bright white light no blinking lights no sound.,8/22/2014
8/19/2014 21:00,Buffalo,NY,Fireball,2 minutes,Fireballs appear twice in sky then disappear.,8/22/2014
8/19/2014 21:00,Collegeville,PA,Light,20 minutes,30-40 lights moving south to north and silent.,8/22/2014
8/19/2014 21:00,Stockton,CA,Rectangle,,"Came from southbound Stockton, heading towards the northeast. Flew couple hundred feet above apartment complexes, at a slow steady pace",8/22/2014
8/19/2014 20:45,Skippack,PA,Circle,30 minutes,"Objects sighted over sky in Skippack, Pa.",8/22/2014
8/19/2014 20:20,Myrtle Beach,SC,Light,2-3 minutes,"Single red light fast moving, then hovering, then fast moving.",8/22/2014
8/19/2014 16:00,Gresham,OR,Other,10 minutes,Rocket-like UFO.,8/22/2014
8/19/2014 7:40,Yellowstone National Park,WY,Teardrop,10 seconds,Saw and heard two objects fly across Grebe Lake in Yellowstone N.P. at an amazing speed with a strange sound.,9/5/2014
8/19/2014 3:30,Boston,MA,Disk,1 hour,Disk with blue lights sequencing with white light emanating in spray in Boston MA 8/19/14 330 AM.,8/22/2014
8/19/2014 2:11,Helena,MT,Sphere,~2 seconds,Green orb falls out of sky. ((NUFORC Note: Possible meteor?? PD)),8/22/2014
8/19/2014 2:05,Billings,MT,Sphere,3 seconds,"I observed a bright neon green fiery sphere shooting rapidly across the clear sky over Billings, MT.",8/22/2014
8/19/2014 2:02,Owasso,OK,Light,20 minutes,"UFO over Owasso, spotted earlier in downtown tulsa. Have picture!",8/22/2014
8/19/2014 2:00,Laguna Beach,CA,Light,3 seconds,Green laser beam-like light shooting across the Laguna Beach sky.,8/29/2014
8/19/2014 1:45,Lannon,WI,Light,60-90 seconds,"On 8/19/2014 at approx 1:30-1:45am, my son and I noticed what looked like an extremely bright and very low shining star.",8/22/2014
8/19/2014 1:32,Round Rock,TX,Light,1 minute,Dark orange light slowly hovered across the sky headed SE direction. Strange feeling at time of sighting.,8/22/2014
8/18/2014 23:58,Clairton,PA,Light,5 minutes,Sighting on St. Clair.,8/29/2014
8/18/2014 23:30,Myrtle Beach,SC,Fireball,1 minute,"There was 1 large fireball when I first saw it, looked to have 2 smaller fireballs 1 coming off each side.",8/29/2014
