Date / Time,City,State,Shape,Duration,Summary,Posted
8/31/2014 9:35,Demands,FL,Light,10 minutes,strange orange lights following each other.,9/5/2014
8/31/2014 8:55,Stayton,OR,Fireball,2 minutes,Fast and curious fireball.,9/5/2014
8/31/2014 6:10,Glenpool,OK,Formation,5 minutes,"Three pulsating lights in the eastern sky, far right one spit out a orange/peach colored object that took off east.",9/5/2014
8/31/2014 3:20,Kapolei,HI,Light,3 seconds,Bright green light drops from middle of sky and disappears in seconds. ((NUFORC Note: Possible meteor?? PD)),9/18/2014
8/31/2014 2:20,Manteca,CA,Sphere,4 seconds,3 fuzzy round circular objects traveling south to north in Northern California.,8/31/2014
8/31/2014 2:00,Palmer,AK,Light,2 minutes,"Top of a mountain pass, saw two lights in the sky",9/5/2014
8/31/2014 1:42,Panama City,FL,Cigar,1:47,Dark cloud over Panama City UFO hovering underneath,9/5/2014
8/31/2014 1:20,Saint Paul,ME,Light,1 minute,"Bright green light headed toward downtown, moving EXTREMELY fast and within seconds, suddenly disappeared in thin air.",8/31/2014
8/31/2014 0:15,Mankato,MN,Light,~4 minutes,Three reddish-white lights in the sky over Mankato.,8/31/2014
8/31/2014 0:00,Weston,FL,Cylinder,3:00,"2 orange light ,but as they passed over me were 2 in disc form. take picture and 2 seconds video,too fast.Is my second experience",9/10/2014
8/30/2014 23:55,Cumberland,MD,Circle,5 minutes,Rotating bright colored orb appears two nights with different behaviors.,9/5/2014
8/30/2014 23:30,Bigfork,MT,Circle,45 minutes,Big balls of light in the sky darting around.,9/18/2014
8/30/2014 23:23,Racine,WI,Disk,30 seconds,"Disk shaped craft with amber/orange light, flying low without sound.",8/31/2014
8/30/2014 23:00,Eustace,TX,Light,25 minutes,Yellow/Orange Blinking Light Drops Down From The Sky.,9/5/2014
8/30/2014 22:09,Charleston,SC,Sphere,3 minutes,5 solid green lights moving from SSE to NNW.,8/31/2014
8/30/2014 22:00,Sioux Falls,SD,Circle,5 minute,Two pulsating orange balls moving from the south.,8/31/2014
8/30/2014 22:00,Eugene,OR,Changing,1 minute,"Giant snowflake with pulsing lights seen over Eugene, Oregon.",9/5/2014
8/30/2014 21:40,North Tonawanda,NY,Other,20 minutes,"Orange color. Not blinking. Fading and changing in shape, while being shapeless. Possibly changed in position/direction. First seen on",8/31/2014
8/30/2014 21:33,Virginia Beach,VA,Light,45 seconds,"Light expanding and shrinking, hovering and then zipping away.",8/31/2014
8/30/2014 21:20,Fallbrook,CA,Fireball,4 seconds,Vibrant orange fireball or light that exploded in dark sky,8/31/2014
8/30/2014 21:15,Penn Hills,PA,Circle,10 minutes,"Multiple white lights observed, some flying in a V formation.",8/31/2014
8/30/2014 21:05,Dayton,OH,Formation,1 minute,Light formation in sky.,8/31/2014
8/30/2014 21:00,Porirua (Titahi Bay)(New Zealand),,Formation,3-4 seconds,"Westerly view from Titahi Bay, looking towards the moon at approx 9pm. One light (looked like a star) - speed across the horizon, i ass",8/31/2014
8/30/2014 21:00,San Diego,CA,Light,2 seconds,"We were illuminated by a bright, white light, while walking in a dark, secluded pasture.",9/5/2014
8/30/2014 20:48,Salisbury,MD,Triangle,35 seconds,"Commercial pilot witnesses strange triangular craft, with lights in its corners.",8/31/2014
8/30/2014 20:20,Belvidere,IL,Unknown,30 seconds,"3 orange lights in sky in Belvidere, IL.",8/31/2014
8/30/2014 20:20,Mukwonago,WI,Fireball,5 minutes,"Fireball, slowly traveling east at a low altitude.",8/31/2014
8/30/2014 20:20,Mukwonago,WI,Fireball,5 minutes,"Red object and white craft seen off of Highway 43 in Mukwonago, WI",8/31/2014
8/30/2014 20:00,West Chester,OH,Formation,5 minutes,"Location: Monroe, Ohio, Time: 20:00, Duration: 5 minutes.",9/5/2014
8/30/2014 19:45,Orlando,FL,Disk,hours,"Shape covered by cloud cloak. When cloud disappeared, outline still visible.",8/31/2014
8/30/2014 17:00,Houma,LA,Circle,5 minutes,"These 2 objects were flying together, one had a light of white, the other yellow. Going in and out of the funnel clouds.",8/31/2014
8/30/2014 11:00,Londonderry,NH,Circle,1 minute,Orange slow moving ball changing directions; no sound.,8/31/2014
8/30/2014 10:00,Ogallala,NE,Sphere,5 minutes,3 Sphereical Craft With Bright Red/Orange Corona In Formation Observed Over Ogallala Nebraska,9/10/2014
8/30/2014 8:20,El Cajon,CA,Diamond,5-7 minutes,White/color changing orbs.,9/5/2014
8/30/2014 5:30,Lee's Summit,MO,Circle,30 minutes,Solid white light.,8/31/2014
8/30/2014 4:15,San Francisco,CA,Rectangle,5 minutes,Flying/hovering rectangle in San Francisco.,8/31/2014
8/30/2014 3:30,New York City (Bronx),NY,Light,10 minutes,UFO OVER THE BRONX.,9/18/2014
8/29/2014 23:52,Des Moines,IA,Circle,15 minutes,Three white shaped circles. Motion was circular. One would disappear and reappear.,8/31/2014
8/29/2014 23:50,Syracuse,NY,Diamond,3-4 minutes,"Bright orange object, 5-10 arcmin, indistinct borders, S. to N., 4 min horizon to horizon.",8/31/2014
8/29/2014 23:30,Melbourne Beach,FL,Circle,10 minutes,Reddish-yellow glowing ball moving across the sky in an even ascending direction.,9/5/2014
8/29/2014 23:30,Lambton Shores (Canada),ON,Unknown,2 hours,Two stationary lights suspended over Lake Huron.,8/31/2014
8/29/2014 23:20,Sykesville,MD,Sphere,5 minutes,"Reddish-Orange orbs sighted in Sykesville, MD.",8/31/2014
8/29/2014 23:00,Liverpool (north Syracuse),NY,Triangle,~2 minutes,Triangle Aircraft hovering and bright.,9/5/2014
8/29/2014 22:30,Port Charlotte,FL,Fireball,5 minutes,Fireball type aircraft that changed to 6 quickly flashing lights in a saucer shaped configuration.,9/5/2014
8/29/2014 22:30,Ingonish (Canada),NS,Oval,few minutes,Glowing yellow ellipse shaped object.,9/5/2014
8/29/2014 22:30,Spanaway,WA,Oval,5-10 seconds,Bright green oval light go down around 224th St. Green streak in low sky...above trees and disappear into the trees.,8/31/2014
8/29/2014 22:15,Satsop,WA,Light,5 seconds,It was neon bright and moved faster than anything I have ever seen!,8/31/2014
8/29/2014 22:00,North Charleston,SC,Circle,5 minutes,Orange reddish flashed a few white lights. Steady travel zagged and staggered then disappeared in south westerly direction.,8/31/2014
8/29/2014 21:50,Snellville,GA,Rectangle,15 minutes,"Loud and large (size of football field), rectangular (black) aircraft over Snellville, GA",8/31/2014
8/29/2014 21:40,New York City (Brooklyn),NY,Circle,~4 minutes,It was a star light object white moving then stopped.,8/31/2014
8/29/2014 21:30,Apple Valley,CA,Oval,1 minute,UFO was going at a very slow speed and it had an orange glow.,8/31/2014
8/29/2014 21:30,Blaine,WA,Circle,3 minutes,"On Friday night, August 29, 2014 at about 8:30 pm, I looked up to the sky and saw two orange-colored circles like orbs lit in the sky.",9/5/2014
8/29/2014 21:30,Breaux Bridge,LA,Light,2 seconds,"Very fast and bright,fighter jet flying high speed close by.",8/31/2014
8/29/2014 21:30,Arlington Heights,IL,Circle,2 minutes,"End tip of handle of Ursa Major, the pot, in the west sky, had a star way below and about two degrees south.",9/5/2014
8/29/2014 21:21,Ubud (Indonesia),,Diamond,2 minutes,UFO over Bali.,8/29/2014
8/29/2014 21:15,Troy,MI,Cross,6 minutes,"I witnessed from 9:15-9:21 pm on 8/29/2014 three slowly moving, low altitude, flame-like red lights following each other.",8/31/2014
8/29/2014 21:10,Stouffville (Canada),ON,Oval,1.30 minutes,"My friend and I saw an oval shaped, glowing object cross the sky on a precise path, at a consistent pace, lasting approximately 1.5 min",8/31/2014
8/29/2014 21:00,Pennhills,PA,Light,15 minutes,All of the aircraft in overhead position from the leading light reflected the circular disc shape clearly.,9/18/2014
8/29/2014 20:54,Oklahoma City,OK,Light,6 minutes,Orange lights over Oklahoma City.,8/31/2014
8/29/2014 20:40,Shrewsbury,MA,Formation,3 minutes,From the angle I was viewing they were in the shape of the big dipper there were 8 very bright orange lights traveling north in the sky,8/31/2014
8/29/2014 20:12,Harleysville,PA,Circle,1 minute,Round bright red moving at slow speed looked like it was on fire turned and headednorthwest toward green lane pa only one object the ob,8/31/2014
8/29/2014 20:00,Vancouver (Canada),BC,Light,2 seconds,Bright green streak across cloudy night sky in Vancouver.,8/31/2014
8/29/2014 12:30,Syracuse,NY,Circle,15 minutes,"Friday, 8/29/14. Slow moving object spotted between 12:30 and 1:00pm in Syracuse sky traveling east, then southwest, and hovering.",8/29/2014
8/29/2014 12:25,Pickering (Canada),ON,Light,10 minutes,Bright light changing from red to white in northeast daylight sky at 60 degrees.,8/29/2014
8/29/2014 12:20,Pickering (Canada),ON,Circle,10 minutes,Small round white ball shape hovering in the sky.,8/29/2014
8/29/2014 8:12,Ocean Beach,CA,Cylinder,~1 second,Two extremely fast moving cylinders seen side by side over the ocean photographed by accident. ((NUFORC Note: Birds? PD)),9/5/2014
8/29/2014 5:00,Louisiana (unspecified location),LA,Light,15-20 minutes,"Light shine through the windowed door; everything went off in the house, twice.",9/5/2014
8/29/2014 5:00,Clarence Center,NY,Unknown,>30 minutes,"Object seen flashing red and blue quickly hovering over Akron, NY morning of 8/28 and then Pendleton, NY 8/29. Obect remains at same hi",8/29/2014
8/29/2014 0:00,Weirs Beach,NH,Light,5 minutes,3 red lights moving at the same speed across the sky till the disappeared.,8/31/2014
8/28/2014 23:30,East Northport,NY,Fireball,3 minutes,About 11:30 I walked outside looked to the south and saw a fireball dancing in the sky traveling west disappeared over the horizon,8/31/2014
8/28/2014 23:15,Morgantown,PA,Disk,~30 minutes,"We saw a bright flashing light that appeared to be a plane; however, it did not move from the location. ((NUFORC Note: Star?? PD))",8/31/2014
8/28/2014 22:30,Lockport,NY,Circle,5 minutes,"Round, lights spinning, hovering over eastern end of town of Lockport.",8/29/2014
8/28/2014 22:30,Folsom,CA,Triangle,2 seconds,A bright orange boomerang shaped object disappeared into the sky leaving a distinct blue tail.,8/29/2014
8/28/2014 22:28,Big Pine,CA,Flash,1 second,A bright white light lit up the dark back street I was using to get back home.,8/29/2014
8/28/2014 22:28,West Hills,CA,Teardrop,4-5 seconds,Two perfectly vertical frosty white trails of light in the night sky.,8/31/2014
8/28/2014 22:20,Hyden,KY,Rectangle,5 minutes,Strange objects moving as one in a triangle type formation but the noticeable features looked like individual items,8/29/2014
8/28/2014 22:03,Merrick,NY,Light,5 minutes,5 orange flashing UFO's.,8/29/2014
8/28/2014 22:00,Seattle (lower Queen Ann area),WA,Circle,2 minutes,"6 yellowish glowing orbs in night sky fly strange patterns over Seattle, then perform a synchronized disappearance.",8/31/2014
8/28/2014 22:00,Fontana,CA,Cigar,30 sconds,Bright red and blue light in the sky shooting around at unbelievable speed.,8/29/2014
8/28/2014 22:00,Boise,ID,Light,45 minutes; still there,"12 o'clock high looking west,, red, green white lights each flashing, looks to be about 5-6 miles out, not moving.",8/29/2014
8/28/2014 21:36,Salem,NH,Light,40 seconds,3 small balls of light coming from different directions dissapeared into a dark spot in the sky. They were not satellites.,8/29/2014
8/28/2014 21:35,Pittsfield,MA,Circle,2-3 minutes,Two small points of light travelling smoothly in same direction fade in and out,8/29/2014
8/28/2014 21:00,"Mount Rose Wilderness, Reno",NV,Oval,5-10 seconds,"August 28, 2014. At roughly 20:55 on Thursday night my wife and I were laying in bed with the windows open. We both heard an odd sound",8/29/2014
8/28/2014 21:00,Manassas,VA,Cigar,10 minutes,Cigar-shaped craft with multiple colored lights hovered for at least 10 minutes in Lake Jackson/Brentsville Road area of VA.,8/31/2014
8/28/2014 20:30,Enders,NE,Unknown,20 seconds,Bright blue light moving across land to northeast.,9/5/2014
8/28/2014 20:30,Sayville,NY,Fireball,7 minutes,Saw blue ball of light fall from sky then craft seem to check it out then skip across sky like a rock on water extremely fast.,8/31/2014
8/28/2014 20:30,Newark,DE,Unknown,2 minutes,"Reg, green lights, movement atypical.",8/29/2014
8/28/2014 20:00,Rancho Cucamonga,CA,Light,20-30 minutes,"4 lights appearing in and out of Rancho Cucamonga, CA.",9/5/2014
8/28/2014 19:55,Houston/Meyerland,TX,Triangle,3 seconds,I saw a black triangular object for 3 seconds pass behind a small cloud never to re-appear.,8/31/2014
8/28/2014 19:45,San Francisco,CA,Rectangle,15 minutes,Unusual object flashing sequencial red lights over Ocean Beach Area in San Francisco.,8/29/2014
8/28/2014 19:45,Henryetta,OK,Circle,3 minutes,Saw a bright orb looking star and it exploded.,8/29/2014
8/28/2014 19:45,Owings Mills,MD,Cylinder,2-3 minutes,Bright cylinder that hovered and moved rapidly.,8/29/2014
8/28/2014 19:30,Seattle,WA,Formation,30 minutes,Six or more lights in formation quickly disappearing in sequence over Seattle.,9/5/2014
8/28/2014 19:15,Cherry Hill,NJ,Light,1 minute,"Two objects, tube shaped, each a solid yellow-white light.",8/31/2014
8/28/2014 19:00,Salt Lake City,UT,Light,5 seconds,Reflection in sky.,8/29/2014
8/28/2014 19:00,Opihikao,HI,Light,40 seconds,Looked like a very bright white shooting star that took about 40 seconds to leave our sight going straight north to south on a very cle,8/29/2014
8/28/2014 18:45,Gulfport,MS,Circle,10 minute,Circular brilliant green light shoots straight up near I10 and Canal Rd. exit....,8/31/2014
8/28/2014 10:00,Marlborough,MA,Cigar,30 seconds,"Cigar shaped silver object flying low and slow over Marlborough, MA at approximately 10 a.m. on 8/28/14.",8/29/2014
8/28/2014 8:45,Massapequa,NY,Light,5 minutes,"Lights, pulsating - some color change, some changing shapes appeared and disappeared.",8/31/2014
8/28/2014 5:45,Phoenixville,PA,Circle,1 minute,2 smoky orbs appear and disappear in early morning sky.,8/29/2014
8/28/2014 5:30,S. Bethany Beach,DE,,5 minutes,CIRCULAR EXPLOSIONS WITH COLOR SPIRALING TOWARD EARTH,9/5/2014
8/28/2014 5:10,Linthicum,MD,Formation,10 minutes,Vortex in SW sky.,8/29/2014
8/28/2014 5:05,Sherwood,MD,Fireball,5 seconds,Bright orange light rising rapidly over southeastern sky at 5:00 am,8/29/2014
8/28/2014 5:00,Riverhead,NY,Oval,20 seconds,"Aug. 28, 2014- 5:00 am. Ufo sighting over riverhead round purple, orange color here for 20 -seconds & gone.",8/29/2014
8/28/2014 5:00,Glen Burnie,MD,Unknown,1 minute,"Strange, illuminated cloud in an exceptionally cloudless sky..",8/29/2014
8/28/2014 5:00,Lititz,PA,Unknown,10 minutes,I observed 2 white glowing spherically shaped clouds quickly expand and slowly dissipate in the clear night sky.,8/31/2014
8/28/2014 5:00,Columbus,OH,Formation,5 minutes,"I was standing outside and noticed a formation of blue and grey lights, pulsating and moving west.",8/29/2014
8/28/2014 5:00,Forks Township,PA,Circle,30 seconds,"Observed a bright red object that grew larger, turned white then vanished.",8/29/2014
8/28/2014 5:00,Merrimack,NH,Light,10 minutes,Cloud unveils circular white light.,8/29/2014
8/28/2014 4:50,New Holland,PA,,10 minutes,I was on my deck lying down looking up at the night sky...between 4:45 and 5 a.m. on either Aug. 27 or Aug. 28. The constellation Orio,8/31/2014
8/28/2014 4:02,Santa Ysabel,CA,Other,15 seconds,Loud rumbling sound in the sky.,8/29/2014
8/28/2014 2:22,Wesley Chapel,FL,Other,40 minutes,"Strange cluster of red, blue, wht seperate..then form a star.",8/29/2014
8/28/2014 1:30,Monmouth,OR,Light,1 hour,Hovering blue/red/green lights in triangle,9/10/2014
8/28/2014 1:00,Monroe,NJ,Sphere,4 seconds,"Large green ball flies across the sky, south to north.",8/29/2014
8/28/2014 0:00,Spanaway,WA,Light,10-20 seconds,Saw something weird in the sky..,8/29/2014
8/27/2014 23:55,Clayton,ID,Light,10 minutes,"Flashing stationary white, blue, and red light in western sky",8/29/2014
8/27/2014 22:45,Sartell,MN,Unknown,1-2 minutes,Anomolus satelite moving EAST TO WEST????,8/31/2014
8/27/2014 22:30,Hyden,KY,Unknown,10 minutes,Strange low flying craft no sound VERY high detail visible in night sky.,8/29/2014
8/27/2014 22:30,Kenosha,WI,Oval,1 minute,At 10:30 on August 27th I noticed a Red/Orangish Light moving slowly from Lake Michigan going from the West to South East. It kept gett,8/29/2014
8/27/2014 22:30,Hyannis,MA,Sphere,20-25 seconds,Again the orange orb appeared; sighting number two.,8/29/2014
8/27/2014 21:52,Kahuku,HI,Light,2 minutes,"Saw a bright light, very high up, going up and down, stopping, zig zagging, and dissapearing upward",8/29/2014
8/27/2014 21:45,Colquitt,GA,Cigar,20 minutes,I have never sean anything like this.,8/29/2014
8/27/2014 21:27,Charleston,SC,Circle,5 minutes,2 fiery orange balls of light were hovering and swaying around St Phillips Epicsopal Church's steeple. They went Behring the homes so I,8/29/2014
8/27/2014 21:00,Baguio City (Philippines),,Formation,2-3 minutes,"Three groups of orange lights in different formations flying south at high speed over Baguio City, Philippines.",8/29/2014
8/27/2014 20:50,Kenneth City,FL,Fireball,3 minutes,Pair of silent glowing orbs with flames inside,8/29/2014
8/27/2014 20:45,Alliston (Canada),ON,Cigar,few seconds,"Cigar-shaped horizontal object with solid yellow lights in Alliston, Ontario.",9/5/2014
8/27/2014 20:30,Phoenix,AZ,Circle,unknown,Driving west on Thunderbird I noticed a blue light in the Southwest sky. the light was hovering and was not moving.,8/29/2014
8/27/2014 20:15,Red Hook,NY,Fireball,30 seconds,"Fireball flickering at first, then bright orangish reddish and round moving mid-level across the sky, then disappears",8/29/2014
8/27/2014 20:12,Montreal (Canada),QC,Fireball,1 minute,A changing shape light has been seen in a night sky for a minute.,9/5/2014
8/27/2014 20:00,Taunton,MA,Oval,5 minutes,Bright Green UFO.,8/29/2014
8/27/2014 19:40,"Washington, DC",DC,Light,4 minutes,A light as if a star was observed around 7:30 PA while it was still bright and no other stars were visible. Initially I thought that th,8/29/2014
8/27/2014 16:30,Menifee,CA,Unknown,10 minutes,"Bright, ""glowing-in-brilliance"" shining silver/white UFO spotted near Menifee, CA.",8/29/2014
8/27/2014 16:00,Woodland Hills,CA,Cigar,12 seconds,White cigar shape at high altitude came to a stop and dissolved into thin air.,8/29/2014
8/27/2014 10:00,Battle Mountain,NV,Flash,10 minutes,Would stop on a dime move in circles am sorry but no man made aircraft can physically do that.,8/29/2014
8/27/2014 5:30,Duck,NC,Sphere,2.5 hours,"3 bright orbs over Duck, NC, ocean. ((NUFORC Note: Possible sighting of Jupiter and Venus in E sky. PD))",8/29/2014
8/27/2014 5:15,North Liberty,IA,Diamond,1 minute,"Square, didn't move, low flying, solid.",8/29/2014
8/27/2014 5:10,Winchester,VA,Circle,3 minutes,"Large circular light seen above horizon, completely faded to black within minutes.",8/29/2014
8/27/2014 5:00,East Stroudsburg,PA,Flash,Unsure,"Thought they were airplanes. Around 5:00 am, sky was black. I could be wrong but crafts were able to disappear.",8/29/2014
8/27/2014 1:20,South Bethany Beach,DE,Formation,10 minutes,4 LIGHTS (OBJECTS) APPEAR SUDDENLY AROUND JET FLYING AT NIGHT AND STAY IN FORMATION.,8/29/2014
8/27/2014 1:00,Bethany Beach,MD,Formation,7 minutes,Light formation over MD coast.,8/29/2014
8/27/2014 1:00,South Bethany Beach,DE,Formation,4 minutes,V-SHAPED SLOW MOVING SILENT FORMATION OF LIGHTS FEW HUNDRED FEET WIDE AND HIGH IN SKY.,8/29/2014
8/26/2014 23:30,St. Louis,MO,Triangle,30 minutes,"I was on I 55 going south bound, I had just passed a major storm on i-55 going south I passed through St Louis went through this city,",8/29/2014
8/26/2014 23:00,Salyersville,KY,Light,Every night for over two ,"Nearly every night for the past two weeks, there are strange lights in the sky, always at least two, that travel in parallel lines to o",9/5/2014
8/26/2014 23:00,Peterborough (UK/England),,Formation,few seconds of movement,((HOAX??)) Formation 4 UFO's sighted in England.,9/5/2014
8/26/2014 22:30,Edina,MN,Other,60 minutes,Saw some 6 to 8 fading white lights rotating circular slowly. I'm sure it might not be light show. If it was light show then light rays,8/29/2014
8/26/2014 22:01,Joplin,MO,Disk,8 seconds,"Flying saucer flying 4-5,000 MPH in a ""S"" formation East over Joplin, Missouri.",8/29/2014
8/26/2014 22:00,Barto,PA,Circle,10 minutes,Circular object flashing bright colors.,8/29/2014
8/26/2014 22:00,Bettendorf,IA,Triangle,5 seconds,At first I thought it was a shooting star. Then the colors changed and I noticed it wasn't falling but rising. It stopped.,8/29/2014
8/26/2014 21:45,West Kelowna (Canada),BC,Triangle,10 seconds,Nighttime UFO sightings West Kelowna.,8/29/2014
8/26/2014 21:30,Ventura,CA,Light,5 minutes,Vertical red lights over ocean.,8/29/2014
8/26/2014 21:03,Woodbridge,NJ,Light,,"Pulsing Multi COLOR Object Flying Low Over Rt1 WOODBRIDGE, NJ",9/10/2014
8/26/2014 21:00,Prince Albert (Canada),SK,Diamond,5 seconds,Bluish diamond very fast no sound.,8/29/2014
8/26/2014 21:00,Colonia,NJ,Unknown,3 minutes,"Multi-colored aircraft sighted in Colonia, NJ.",8/29/2014
8/26/2014 20:30,Deatsville,AL,Light,15 seconds,"Star like object traveling at super extreme speed covering most of the night sky, with a 2 second spotlight burst halfway in flight.",8/29/2014
8/26/2014 20:30,Westmoreland,NY,Light,3 minutes,"Two orange/red glowing balls of light. hardly moving, if moving at all.",8/29/2014
8/26/2014 20:25,Bristol,TN,Light,1-2 minutes,"Saw single light in the southern sky, over South Holston Lake; descended behind Holston Mountain. No other visible lights in sky.",8/29/2014
8/26/2014 19:00,Pine Bush,NY,Formation,4 seconds,"Two glowing oblong shapes traveling in formation, flying at a tilted angle",9/10/2014
8/26/2014 18:00,Jakarta (Indonesia),,Triangle,1.5 hours,"A flying light with triangle formation, Jakarta.",8/29/2014
8/26/2014 13:00,Hickory,NC,Fireball,30 seconds,Fireball over 127/321 area near Mtn View!,8/29/2014
8/26/2014 9:50,Mesa,AZ,Disk,2 minutes,I saw a half round disk object in flight zone then realized it was flying against flight path traffic normally flies.,9/5/2014
8/26/2014 9:00,Lake View area,OR,Triangle,1 minute,UFO sighting on Hwy 140 entering Oregon.,8/29/2014
8/26/2014 5:00,Warwick,RI,Cylinder,3 minutes,A very large circle of light. which dissipated.,8/31/2014
8/26/2014 3:35,Lago Vista,TX,Triangle,5 minutes,Silent double pyramid with bright lights.,8/29/2014
8/26/2014 3:30,Portland,OR,Unknown,3 events,3 Events of unidentified aircraft activity.,8/29/2014
8/26/2014 3:00,Sarasota,FL,Formation,2 minutes,Formation of 4 what looked like stars moving across night sky from north to south.,8/29/2014
8/26/2014 1:05,Savannah,GA,Light,5-10 seconds,What appeared to be shooting star did loop over army airfield.,8/29/2014
8/26/2014 0:15,Lewistown,PA,Triangle,6 minutes,Lighted triangle object seen flying overhead.,8/29/2014
8/26/2014 0:00,Charleston,WV,Circle,20 minutes,Circle craft over charleston wv mulitiple light patterns.,8/29/2014
8/25/2014 22:30,Brookfield,WI,Light,20 minutes,"Light in sky, stationary, flash of light every 2-3 minutes.",8/29/2014
8/25/2014 22:30,Tarlton,OH,Triangle,40-60 seconds,"Triangle-shaped lights, slight flickering and erratic movement. Faded and disappeared very quickly.",8/29/2014
8/25/2014 22:28,San Marcos/Vista,CA,Light,40-60 seconds,"One light would get brighter (bigger), while this happened the other got less bright (smaller). The lights were a yellow/gold.",8/29/2014
8/25/2014 22:20,Carlsbad,CA,Disk,25 minutes,"Two bright, orange, disc-like UFO's over the Carlsbad/Oceanside/San Marcos area.",8/29/2014
8/25/2014 22:15,Rochester,NY,Triangle,1 hour,3 lights in different parts of sky at same time.,8/29/2014
8/25/2014 22:11,Aliso Viejo,CA,Fireball,30 minutes,Reappearing and disappearing orange lights.,8/29/2014
8/25/2014 22:09,Escondido,CA,Sphere,3-4 minutes,Orange/red pulsating sphere suddenly appeared in the sky and continued dimming and brightening before fading entirely. Never moved.,8/29/2014
8/25/2014 22:05,Warwick,MA,Flash,25,We do not know what we saw!,8/29/2014
8/25/2014 22:00,Murrieta,CA,Light,1+ hour,Gold lights over Riverside County.,8/29/2014
8/25/2014 22:00,Nags Head (10 mi S of),NC,Light,5 seconds,Light appeared and vanished.,8/29/2014
8/25/2014 21:50,Rutland,VT,Circle,3 minutes,"Lights over Rutland, VT, 8/25/2014.",8/29/2014
8/25/2014 21:38,Oceanside,CA,Changing,12 minutes,"Bright balls of light hovering in the sky over Oceanside, CA.",8/29/2014
8/25/2014 21:30,Corona,CA,Light,Ongoing,Orange Glowing Lights In Night Sky.,8/29/2014
8/25/2014 21:30,Crestline,CA,Light,30 minutes,"Several lights appear, multiply, then disappear in the span of one half hour.",8/29/2014
8/25/2014 21:30,Mission Viejo,CA,,2 hours,"It was scary and strange,dogs in the neighberhood kept barking.",8/29/2014
8/25/2014 21:30,Portland,ME,Light,5 seconds,Four steady lights in the night sky moving quickly changing direction abruptly.,8/29/2014
8/25/2014 21:15,Peru,NY,Light,20+ minutes,"Obj. appeared the same as witnessed two nights ago in night sky, only tonight it was SW of Plattsburgh, NY (two nights ago it).",8/29/2014
8/25/2014 21:00,Orlando,FL,Light,1:30 seconds,BIG BALL OF LIGHT DISAPPEARED INTO THE SKY IN FRONT OF ME AND MY SISTER.,8/29/2014
8/25/2014 21:00,Staunton,VA,Circle,45 minutes,Red lights in sky seen by 3 different people. Just hovered looked to be a circle shape.,8/29/2014
