"ReportedYear","ReportedMonth","State","UFO_Shape","NumberSeen","DurationInSeconds","DurationSecondsMin","DurationSecondsMax","DurationSecondsMean","DurationSecondsMedian","DurationSecondsStandardDeviation"
"2014","08","AK","Light",2,300,120,180,150,150,42.4264068711929
"2014","08","AK","Oval",1,120,120,120,120,120,NA
"2014","08","AL","Flash",1,10,10,10,10,10,NA
"2014","08","AL","Light",3,78,3,60,26,15,30.0499584026334
"2014","08","AL","Sphere",1,30,30,30,30,30,NA
"2014","08","AZ","Circle",1,0,0,0,0,0,NA
"2014","08","AZ","Disk",1,120,120,120,120,120,NA
"2014","08","AZ","Fireball",2,35,5,30,17.5,17.5,17.6776695296637
"2014","08","AZ","Flash",1,600,600,600,600,600,NA
"2014","08","AZ","Formation",1,10,10,10,10,10,NA
"2014","08","AZ","Light",3,2880,180,2400,960,300,1248.51912280109
"2014","08","AZ","Other",1,14400,14400,14400,14400,14400,NA
"2014","08","AZ","Triangle",1,120,120,120,120,120,NA
"2014","08","AZ","Unknown",1,600,600,600,600,600,NA
"2014","08","CA","",1,7200,7200,7200,7200,7200,NA
"2014","08","CA","Changing",3,2520,600,1200,840,720,317.490157327751
"2014","08","CA","Cigar",4,432,0,300,108,66,138.910042833483
"2014","08","CA","Circle",9,15725,2,10800,1747.22222222222,240,3582.08290585861
"2014","08","CA","Cylinder",1,1,1,1,1,1,NA
"2014","08","CA","Diamond",1,420,420,420,420,420,NA
"2014","08","CA","Disk",1,1500,1500,1500,1500,1500,NA
"2014","08","CA","Fireball",7,2586,0,1800,369.428571428571,4,683.944163691466
"2014","08","CA","Flash",2,1201,1,1200,600.5,600.5,847.821030642671
"2014","08","CA","Formation",2,640,40,600,320,320,395.979797464467
"2014","08","CA","Light",21,9311,0,1800,443.380952380952,30,659.951170632379
"2014","08","CA","Other",4,7275,15,5400,1818.75,930,2528.0044007082
"2014","08","CA","Oval",2,60,0,60,30,30,42.4264068711929
"2014","08","CA","Rectangle",5,1508,0,900,301.6,300,365.804319274664
"2014","08","CA","Sphere",2,244,4,240,122,122,166.877200360025
"2014","08","CA","Teardrop",1,5,5,5,5,5,NA
"2014","08","CA","Triangle",4,1809,0,1800,452.25,4.5,898.504822839959
"2014","08","CA","Unknown",4,1320,0,600,330,360,315.59467676119
"2014","08","CO","Changing",1,900,900,900,900,900,NA
"2014","08","CO","Circle",3,540,0,300,180,240,158.745078663875
"2014","08","CO","Fireball",1,180,180,180,180,180,NA
"2014","08","CO","Light",2,285,45,240,142.5,142.5,137.885822331377
"2014","08","CO","Other",2,11100,300,10800,5550,5550,7424.62120245875
"2014","08","CO","Oval",2,1860,60,1800,930,930,1230.36579926459
"2014","08","CO","Sphere",3,5100,300,4500,1700,300,2424.87113059643
"2014","08","CO","Triangle",1,0,0,0,0,0,NA
"2014","08","CO","Unknown",2,2405,5,2400,1202.5,1202.5,1693.52074094178
"2014","08","CT","Fireball",1,0,0,0,0,0,NA
"2014","08","CT","Light",1,7200,7200,7200,7200,7200,NA
"2014","08","CT","Oval",1,120,120,120,120,120,NA
"2014","08","CT","Rectangle",1,180,180,180,180,180,NA
"2014","08","CT","Triangle",1,7200,7200,7200,7200,7200,NA
"2014","08","CT","Unknown",2,5400,2700,2700,2700,2700,0
"2014","08","DC","Light",1,240,240,240,240,240,NA
"2014","08","DE","",1,300,300,300,300,300,NA
"2014","08","DE","Circle",2,307,7,300,153.5,153.5,207.182286887658
"2014","08","DE","Fireball",2,81,6,75,40.5,40.5,48.7903679018718
"2014","08","DE","Formation",2,840,240,600,420,420,254.558441227157
"2014","08","DE","Oval",1,180,180,180,180,180,NA
"2014","08","DE","Triangle",1,15,15,15,15,15,NA
"2014","08","DE","Unknown",1,120,120,120,120,120,NA
"2014","08","FL","",1,0,0,0,0,0,NA
"2014","08","FL","Cigar",1,0,0,0,0,0,NA
"2014","08","FL","Circle",10,20115,0,18000,2011.5,60,5631.0488711153
"2014","08","FL","Cylinder",2,300,0,300,150,150,212.132034355964
"2014","08","FL","Disk",5,3720,0,3600,744,15,1596.94004270668
"2014","08","FL","Egg",1,180,180,180,180,180,NA
"2014","08","FL","Fireball",11,1538,0,420,139.818181818182,60,146.49014859834
"2014","08","FL","Formation",1,120,120,120,120,120,NA
"2014","08","FL","Light",10,5135,0,3600,513.5,120,1102.52248654317
"2014","08","FL","Other",3,3620,20,2400,1206.66666666667,1200,1190.01400551982
"2014","08","FL","Triangle",2,259500,300,259200,129750,129750,183069.945649197
"2014","08","FL","Unknown",2,2040,240,1800,1020,1020,1103.08657865101
"2014","08","GA","",1,0,0,0,0,0,NA
"2014","08","GA","Changing",1,60,60,60,60,60,NA
"2014","08","GA","Cigar",1,1200,1200,1200,1200,1200,NA
"2014","08","GA","Circle",5,305,0,300,61,0,133.622602878405
"2014","08","GA","Cone",1,300,300,300,300,300,NA
"2014","08","GA","Fireball",2,18,3,15,9,9,8.48528137423857
"2014","08","GA","Flash",2,1.5,0,1.5,0.75,0.75,1.06066017177982
"2014","08","GA","Light",4,343,8,300,85.75,17.5,143.034669456977
"2014","08","GA","Other",2,4500,900,3600,2250,2250,1909.18830920368
"2014","08","GA","Rectangle",2,905,5,900,452.5,452.5,632.86056916196
"2014","08","GA","Triangle",1,120,120,120,120,120,NA
"2014","08","HI","Light",9,4533,0,2400,503.666666666667,40,918.462574087807
"2014","08","IA","Chevron",1,180,180,180,180,180,NA
"2014","08","IA","Circle",3,910,0,900,303.333333333333,10,516.752681012236
"2014","08","IA","Diamond",1,60,60,60,60,60,NA
"2014","08","IA","Triangle",1,5,5,5,5,5,NA
"2014","08","ID","Fireball",1,900,900,900,900,900,NA
"2014","08","ID","Formation",1,300,300,300,300,300,NA
"2014","08","ID","Light",5,3475,15,2700,695,120,1145.76393729249
"2014","08","ID","Unknown",1,900,900,900,900,900,NA
"2014","08","IL","",1,10,10,10,10,10,NA
"2014","08","IL","Changing",1,120,120,120,120,120,NA
"2014","08","IL","Circle",4,885,45,600,221.25,120,254.963232643454
"2014","08","IL","Diamond",1,0,0,0,0,0,NA
"2014","08","IL","Fireball",2,10,0,10,5,5,7.07106781186548
"2014","08","IL","Flash",1,3,3,3,3,3,NA
"2014","08","IL","Other",1,300,300,300,300,300,NA
"2014","08","IL","Sphere",1,0,0,0,0,0,NA
"2014","08","IL","Triangle",1,60,60,60,60,60,NA
"2014","08","IL","Unknown",3,1590,30,1500,530,60,840.178552451799
"2014","08","IN","Cylinder",1,30,30,30,30,30,NA
"2014","08","IN","Light",2,140,20,120,70,70,70.7106781186548
"2014","08","IN","Oval",1,0,0,0,0,0,NA
"2014","08","KS","Diamond",1,60,60,60,60,60,NA
"2014","08","KS","Disk",1,1800,1800,1800,1800,1800,NA
"2014","08","KS","Fireball",1,30,30,30,30,30,NA
"2014","08","KS","Light",3,2835,15,2700,945,120,1520.78104932959
"2014","08","KS","Other",1,300,300,300,300,300,NA
"2014","08","KS","Sphere",1,0,0,0,0,0,NA
"2014","08","KS","Triangle",1,60,60,60,60,60,NA
"2014","08","KS","Unknown",1,300,300,300,300,300,NA
"2014","08","KY","Circle",1,120,120,120,120,120,NA
"2014","08","KY","Diamond",1,0,0,0,0,0,NA
"2014","08","KY","Disk",1,2,2,2,2,2,NA
"2014","08","KY","Light",3,70,0,60,23.3333333333333,10,32.1455025366432
"2014","08","KY","Rectangle",1,300,300,300,300,300,NA
"2014","08","KY","Unknown",2,840,240,600,420,420,254.558441227157
"2014","08","LA","Circle",1,300,300,300,300,300,NA
"2014","08","LA","Disk",1,5,5,5,5,5,NA
"2014","08","LA","Fireball",2,120,0,120,60,60,84.8528137423857
"2014","08","LA","Light",6,12912,0,10800,2152,455,4268.5707209791
"2014","08","LA","Other",1,900,900,900,900,900,NA
"2014","08","LA","Unknown",1,30,30,30,30,30,NA
"2014","08","MA","Changing",1,300,300,300,300,300,NA
"2014","08","MA","Cigar",2,150,30,120,75,75,63.6396103067893
"2014","08","MA","Circle",7,1800,0,1200,257.142857142857,120,422.441881040627
"2014","08","MA","Cylinder",1,180,180,180,180,180,NA
"2014","08","MA","Diamond",1,300,300,300,300,300,NA
"2014","08","MA","Disk",1,3600,3600,3600,3600,3600,NA
"2014","08","MA","Fireball",2,120,0,120,60,60,84.8528137423857
"2014","08","MA","Flash",1,0,0,0,0,0,NA
"2014","08","MA","Formation",1,180,180,180,180,180,NA
"2014","08","MA","Light",6,2160,60,1200,360,120,460.08694830434
"2014","08","MA","Other",1,600,600,600,600,600,NA
"2014","08","MA","Oval",2,360,60,300,180,180,169.705627484771
"2014","08","MA","Rectangle",1,0,0,0,0,0,NA
"2014","08","MA","Sphere",1,25,25,25,25,25,NA
"2014","08","MA","Unknown",3,585,45,300,195,240,133.322916259734
"2014","08","MD","Changing",1,900,900,900,900,900,NA
"2014","08","MD","Circle",1,300,300,300,300,300,NA
"2014","08","MD","Cylinder",1,180,180,180,180,180,NA
"2014","08","MD","Fireball",3,725,5,600,241.666666666667,120,315.607879073596
"2014","08","MD","Formation",2,1020,420,600,510,510,127.279220613579
"2014","08","MD","Light",3,6600,0,5400,2200,1200,2835.48937575157
"2014","08","MD","Rectangle",1,45,45,45,45,45,NA
"2014","08","MD","Sphere",1,300,300,300,300,300,NA
"2014","08","MD","Triangle",2,215,35,180,107.5,107.5,102.530483272049
"2014","08","MD","Unknown",1,60,60,60,60,60,NA
"2014","08","ME","Circle",1,180,180,180,180,180,NA
"2014","08","ME","Light",3,65,0,60,21.6666666666667,5,33.291640592397
"2014","08","ME","Oval",1,900,900,900,900,900,NA
"2014","08","ME","Unknown",1,180,180,180,180,180,NA
"2014","08","MI","Circle",3,480,0,300,160,180,150.996688705415
"2014","08","MI","Cross",1,360,360,360,360,360,NA
"2014","08","MI","Fireball",2,63,3,60,31.5,31.5,40.3050865276332
"2014","08","MI","Formation",2,125,35,90,62.5,62.5,38.8908729652601
"2014","08","MI","Light",3,240,0,180,80,60,91.6515138991168
"2014","08","MI","Other",1,60,60,60,60,60,NA
"2014","08","MI","Oval",1,15,15,15,15,15,NA
"2014","08","MI","Sphere",2,210,90,120,105,105,21.2132034355964
"2014","08","MI","Triangle",2,420,180,240,210,210,42.4264068711929
"2014","08","MI","Unknown",4,301,0,180,75.25,60.5,89.7231854093467
"2014","08","MN","Disk",1,180,180,180,180,180,NA
"2014","08","MN","Light",3,600,60,300,200,240,124.899959967968
"2014","08","MN","Other",1,3600,3600,3600,3600,3600,NA
"2014","08","MN","Unknown",1,120,120,120,120,120,NA
"2014","08","MO","Circle",3,1815,0,1800,605,15,1034.92753369499
"2014","08","MO","Diamond",1,600,600,600,600,600,NA
"2014","08","MO","Disk",1,8,8,8,8,8,NA
"2014","08","MO","Fireball",1,180,180,180,180,180,NA
"2014","08","MO","Light",5,1140,0,900,228,60,382.779309785678
"2014","08","MO","Sphere",1,60,60,60,60,60,NA
"2014","08","MO","Triangle",1,1800,1800,1800,1800,1800,NA
"2014","08","MO","Unknown",3,5100,600,3600,1700,900,1652.27116418583
"2014","08","MS","Circle",1,600,600,600,600,600,NA
"2014","08","MS","Fireball",3,72,6,60,24,6,31.1769145362398
"2014","08","MS","Light",1,0,0,0,0,0,NA
"2014","08","MS","Triangle",1,0,0,0,0,0,NA
"2014","08","MT","",1,0,0,0,0,0,NA
"2014","08","MT","Circle",1,2700,2700,2700,2700,2700,NA
"2014","08","MT","Sphere",2,5,2,3,2.5,2.5,0.707106781186548
"2014","08","MT","Triangle",1,0,0,0,0,0,NA
"2014","08","NC","",1,45,45,45,45,45,NA
"2014","08","NC","Changing",2,1800,0,1800,900,900,1272.79220613579
"2014","08","NC","Circle",13,16425,0,10800,1263.46153846154,45,3029.25828697897
"2014","08","NC","Diamond",1,300,300,300,300,300,NA
"2014","08","NC","Disk",1,300,300,300,300,300,NA
"2014","08","NC","Fireball",6,372,2,300,62,17.5,117.294501149883
"2014","08","NC","Formation",1,3,3,3,3,3,NA
"2014","08","NC","Light",6,3615,0,3600,602.5,5,1468.471143741
"2014","08","NC","Oval",1,0,0,0,0,0,NA
"2014","08","NC","Sphere",1,9000,9000,9000,9000,9000,NA
"2014","08","NC","Unknown",4,4245,45,3600,1061.25,300,1696.76346318513
"2014","08","NE","Light",2,645,45,600,322.5,322.5,392.444263558534
"2014","08","NE","Sphere",1,300,300,300,300,300,NA
"2014","08","NE","Teardrop",1,1,1,1,1,1,NA
"2014","08","NE","Unknown",2,140,20,120,70,70,70.7106781186548
"2014","08","NH","Circle",1,60,60,60,60,60,NA
"2014","08","NH","Cross",1,300,300,300,300,300,NA
"2014","08","NH","Formation",1,300,300,300,300,300,NA
"2014","08","NH","Light",4,942,2,600,235.5,170,276.744768092672
"2014","08","NH","Triangle",1,60,60,60,60,60,NA
"2014","08","NJ","Circle",5,620,20,240,124,90,109.224539367305
"2014","08","NJ","Disk",1,900,900,900,900,900,NA
"2014","08","NJ","Fireball",3,1245,45,900,415,300,438.947605073772
"2014","08","NJ","Light",5,385,0,300,77,15,126.767503722366
"2014","08","NJ","Other",1,120,120,120,120,120,NA
"2014","08","NJ","Oval",1,300,300,300,300,300,NA
"2014","08","NJ","Sphere",3,904,4,600,301.333333333333,300,298.002237128068
"2014","08","NJ","Triangle",1,120,120,120,120,120,NA
"2014","08","NJ","Unknown",1,180,180,180,180,180,NA
